nombre,cantidad,unidad_medida,stock_minimo
"ACOPLE ATMOSFERICOS UNION ALUMINIO 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS UNION BRONCE 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS UNION ALUMINIO 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS REDUCCION BRONCE C3"" A M2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS REDUCCION ALUMINIO C3 A M2"" 1/2",1000,unidad,1
ACOPLE ATMOSFERICOS DESCARGA,1000,unidad,1
"ACOPLE ATMOSFERICOS CAMACHO C/B 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS CAMACHO C/B 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS CAMACHO HIERRO 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS CAMACHO HIERRO 3""",1000,unidad,1
ACOPLE ATMOSFERICOS LLAVE SALIDA,1000,unidad,1
"ACOPLE ATMOSFERICOS NIPLE 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS NIPLE 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS TAPA BRONCE 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS TAPA BRONCE 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS TAPA CIEGA 4""",1000,unidad,1
"ACOPLE ATMOSFERICOS TAPA ALUMINIO 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS TAPA ALUMINIO 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS TAPON 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS TAPON 3""",1000,unidad,1
ACOPLE ATMOSFERICOS MANIJA BRONCE,1000,unidad,1
ACOPLE ATMOSFERICOS MANIJA ALUMINIO,1000,unidad,1
"ACOPLE ATMOSFERICOS MANIJA 4""",1000,unidad,1
ACOPLE ATMOSFERICOS MACHO BRONCE,1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO ALUMINIO 2"" 1/2 A 2""",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA R/MACHO 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA R/ MACHO 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA R/HEMBRA 2""1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA R/ HEMBRA 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA 2"" 1/2 R3""",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO R/MACHO BR 2""1/2",1000,unidad,1
"ACOPLE ATMOSFERICO MACHO R/MACHO BR 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO R/MACHO AL 2""1/2",1000,unidad,1
"ACOPLE ATMOSFERICO MACHO R/MACHO AL 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS COLA TRASERA 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS COLA TRASERA 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS UNION BRONCE C2 "" 1/2 A M3""",1000,unidad,1
"ACOPLE ATMOSFERICOS UNION ALUMINIO C2"" 1/2 A M3""",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA P/ MANG 2""!/2",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA P/MANG 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO BR P/MANG 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO AL P/ MANG 2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO BR P/MANG 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO AL P/ MANG 3""",1000,unidad,1
"ACOPLE ATMOSFERICOS HEMBRA REDUCCION C3"" A M2"" 1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO REDUCCION BR 3 "" A 2""1/2",1000,unidad,1
"ACOPLE ATMOSFERICOS MACHO REDUCCION AL 3"" A 2"" 1/2",1000,unidad,1
RADIADORES DE ACEITE 400X400 CON ELECTRO 24V,1000,unidad,1
CORTADO Y PRENSADO DE HG C/90 1º BSP AS /M,1000,unidad,1
PRENSADO EN MANG DE 3/8 T/C,1000,unidad,1
ADAPTADOR HG 3/4 BSP AS/M X 3/4 NPT,1000,unidad,1
MICROBRILL,1000,unidad,1
ALQUIER DE TUBO,1000,unidad,1
MANGUERA 3/4 R2 X 700MM HG X HG 1.1/16 JIC,1000,unidad,1
MANGUERA 3/4 R2 X 750MM HG X HG 1.1/16 JIC,1000,unidad,1
MANGUERA 3/4 R2 X 1050MM HG 1.1/16 JIC X HG 1.3/16 JIC,1000,unidad,1
MANGUERA 3/4 R2 X 1650MM HG 1.1/16 JIC X HG 1.3/16 JIC,1000,unidad,1
CODO 90 MF 1.3/16 JIC X 3/4 NPT,1000,unidad,1
ADAPTADOR 1.1 /16 JIC X 3/4 NPT,1000,unidad,1
"BUJE DE REDUCCION M 1"" X H 3/4",1000,unidad,1
LIJADORA ORBITA MO110 MARTINS,1000,unidad,1
CH/LC CC 3.20 X 1500 X 6000,1000,unidad,1
DM-50 VALV TRANS C/BASE (1/4 BSPT,1000,unidad,1
FILTRO DE AIRE 1506,1000,unidad,1
FILTRO DE ACEITE W11 102/36,1000,unidad,1
ACEITE CASTROIL 15W40X20 LIT,1000,unidad,1
ENGANCHE A ELASTICO P/MERCEDES BENZ C/GANCHO Nº3,1000,unidad,1
PERNO BAL 150MM CON TUERCA ALT MONT,1000,unidad,1
ARANDELA PERNO BAL MONT AV 11,1000,unidad,1
BALANCIN MANOTA DE CHAPA MONT 206,1000,unidad,1
BUJE BAL POLIPROPILENO CORTO MONT 85MM,1000,unidad,1
TETON REPARACION TENSOR 3/4 - 7/8 1º ESP 9MM,1000,unidad,1
TUERCA AUTOF M24 X 2.00 P/TENSOR RANDON/MALDONADO,1000,unidad,1
PERNO TENSOR MALDONADO 24 X 160 3989,1000,unidad,1
PERNO TENSOR RANDON MOD NUEVO 24 X 140 3988,1000,unidad,1
OXIGENO A,1000,unidad,1
DIOXIDO DE CARBONO DE 30.00 KG,1000,unidad,1
ARGON S,1000,unidad,1
FLETE,1000,unidad,1
TRAMPA DE GAS OIL,1000,unidad,1
TF DOBLE MB G85-6 N MULT AT ALTO TORQUE,1000,unidad,1
TF DIRECTA P/TF 5211 NEUM PL,1000,unidad,1
6202 2RS ZNL,1000,unidad,1
ESCOBILLA (JUEGO) GE916-920,1000,unidad,1
PORTA ESCOBILLA GE916-920,1000,unidad,1
ADAPTADOR M-H 16 X 3/8 BSP,1000,unidad,1
CODO 90 AJUSTE TU 6 X 1/8M,1000,unidad,1
CONEC RECTO AJUSTE TU 6 X 1/8M,1000,unidad,1
BOBINA 24 V.DC,1000,unidad,1
CONECTOR RECTO AJUSTE TUBO 1/4 X 1/4M (X10,1000,unidad,1
CODO AJUSTE 90 TUBO 1/4 X 1/4M,1000,unidad,1
CONECTOR RECTO AJUSTE TUBO 1/4 X 1/8M (X10,1000,unidad,1
UNION DOBLE AJUSTE TUBO 1/4,1000,unidad,1
UNION DOBLE AJUSTE TUBO 1/2,1000,unidad,1
TUERCA AJUSTE C/GUIA 1/2,1000,unidad,1
"BUJE RED GALV 3"" X 2 1/2 DEMA",1000,unidad,1
TERM M.G 1PULG X 1 PULGR2,1000,unidad,1
FAROS 660 L AMBAR,1000,unidad,1
TVR 53-AB,1000,unidad,1
"PERNOS TENSOR 7/8""X7"" CON AUTOF",1000,unidad,1
PERNOS 24 MM X 160 MM CON AUTOF,1000,unidad,1
ARANDELAS P/PERNO 30MM,1000,unidad,1
FONDO NARANJA 903077,1000,unidad,1
FONDO NARANJA 903082,1000,unidad,1
LLAMA 3,1000,unidad,1
CABRADA 9,1000,unidad,1
MAXIMA 80,1000,unidad,1
CAJA CINTA REFLEC BLANCA (3M),1000,unidad,1
FARMER 36219-M/22,1000,unidad,1
FARMER 088494A21,1000,unidad,1
DBH IND ARG,1000,unidad,1
ROLLWAY 1301/C04238717T,1000,unidad,1
219 O'RING IND ARG,1000,unidad,1
222 ORING IND ARG,1000,unidad,1
ACEITE 80 W 90 X 20 LT,1000,unidad,1
TUERCA AUTOPERFORANTE 24MM,1000,unidad,1
PERNO TENSOR 24 X 180MM,1000,unidad,1
ROST OFF AFLOJADOR DESOXIDANTE,1000,unidad,1
SILICONA ACETICA TRANSPARENTE 280ML,1000,unidad,1
PROWORK 242/290/609/680 X 10ML,1000,unidad,1
TERMINALES DE 25/3,1000,unidad,1
TERMINALES DE 16/3,1000,unidad,1
TERMICA TETRAPOLAR 50AMP STECK,1000,unidad,1
"PRENSACABLE PERCANPLAS 1"" 1/4",1000,unidad,1
BOLSA DE PRECINTOS SYBYD 2007/2 ALT6,1000,unidad,1
ROLLO DE CINTA SCOTCH 3M 770 X 20MTS,1000,unidad,1
TEFLON 3/4 X 10MTS,1000,unidad,1
SELLADOR H3 50 CC SALADILLO,1000,unidad,1
FUENTE SWITCHING,1000,unidad,1
TEFLON 3/4 X 20MTS,1000,unidad,1
ALLEN C /FRESADA 5/16 X 3/4,1000,unidad,1
LLAVES ALLEN DE 7/32,1000,unidad,1
BULON PARANTE ROSCA CUADRADA 7/8X,1000,unidad,1
"LLAVE ESFERICA HH 2"" DUKE",1000,unidad,1
MANG 1/2 1000MM MG 1/2 NPT X MG 1/4 NPT,1000,unidad,1
MANG 1/2 X 800MM MG X MG 1/2 NPT,1000,unidad,1
"NIPLE GALV 2"" X 20CM",1000,unidad,1
ENCHUFE ROSCA MACHO 2 POLIETILENO IPS,1000,unidad,1
"CABLE SINTENAX 3X2,5MM + NEUTRO",1000,unidad,1
402 6 LED FLEX A/A BIV,1000,unidad,1
930 10LED AI R BIV,1000,unidad,1
"SWIVEL 3/4""",1000,unidad,1
BUJE TENSOR 045X7 / 8 X 78 SILENT BL,1000,unidad,1
TUERCA PULG AUTO 7/8 PASO FINO,1000,unidad,1
"BULON DE TENSOR 7/8"" X 5 1/2""",1000,unidad,1
DURALBA EXTERIORES BCO X 04,1000,unidad,1
VENIER ANTIHUMEDAD X 5,1000,unidad,1
ENDUIDO ALBAPLAST X 04,1000,unidad,1
RESORTE SOSTEN MANGUERA LARGO P/SEMI RR372G,1000,unidad,1
JTA TAPA COMBUSTIBLE PERKINS,1000,unidad,1
JTA TAPA COMBUSTION PERKINS,1000,unidad,1
MULTIPLE DE ESCAPE PERKINS 4.203 . 6.30 5 . X UNI,1000,unidad,1
TUBERAS 250,1000,unidad,1
EQIPOS TIG CEMONT REPARADO,1000,unidad,1
"DMC EN Hº Fº CON ENGRANAJES CEMENTADOS 3""",1000,unidad,1
VARIOS CORTE CUADRA,1000,unidad,1
WEBER LARGO BLANCO,1000,unidad,1
WEBER LARGO NEGRO,1000,unidad,1
WEBER CORTO NEGRO,1000,unidad,1
C1 10.000LTS. (6 NEGROS + 6 BLANCOS),1000,unidad,1
C1 12.000LTS. (6 NEGROS + 6 BLANCOS),1000,unidad,1
C1 25.500LTS. (6 NEGROS + 6 BLANCOS),1000,unidad,1
C1 35.500LTS. (6 NEGROS + 6 BLANCOS),1000,unidad,1
"LARGO TOTAL ( 5X8/ 5X13,5/ 5X15,5 MTS NEGRO)",1000,unidad,1
"LARGO TOTAL ( 5X8/ 5X13,5/ 5X15,5 MTS BLACO)",1000,unidad,1
OVALO WEBER SIN FONDO GRANDE,1000,unidad,1
BANDERA WEBER IND ARGENTINA,1000,unidad,1
GLASURIT CAT RAP 929 - 91 X 0.500,1000,unidad,1
ENVASE X 1,1000,unidad,1
DILUYENTE 600/MASTER X 01,1000,unidad,1
IPN X 12 MTS 80,1000,unidad,1
IPN X 12 MTS 100,1000,unidad,1
"CA EST RECT 70 X 30 X 1 , 24",1000,unidad,1
CA EST RECT 70 X 30 X 2,1000,unidad,1
CORREA EVER WEAR B-064,1000,unidad,1
SK-513 AL 3 A 2 1/2 ACOPLE,1000,unidad,1
LN GUARDABARRO IZQ,1000,unidad,1
LN GUARDABARRO DER,1000,unidad,1
ENCHUFE DE LUCES 7P TOMA CHASIS PLASTICO DNI 8375,1000,unidad,1
JUNTA GIRATORIA G1/2 BRONCE,1000,unidad,1
TF MB G221 NEUM MULT C/PL,1000,unidad,1
EJE PROLONGADOR MB G221 C /PLC ( 211MM),1000,unidad,1
"ZEOCAR MASILLA FORMULA POL, X 4",1000,unidad,1
BULON C /REDONDA C/C SIN TUERCA 8 X 125,1000,unidad,1
"CHAPA 304 3,00 1000 X 2000 2B C1 A",1000,unidad,1
"ZEOCAR MASILLA FORMULA POL, X 4K",1000,unidad,1
ALBAMIX 4570111 DUOMIX PU FULL,1000,unidad,1
ALBAMIX 4590013 CONV P/FDO 2KX4L,1000,unidad,1
ALBAMIX 45701XX POLIURET GRIS CHASIS 4 LTS,1000,unidad,1
ALBAMIX 45701 XX POLIURET NEGRO 4 LTS,1000,unidad,1
ALBAMIX 4585007 FDO EPO ANTIC W,1000,unidad,1
ALBAMIX 4590020 CONV FDO EPO X4L,1000,unidad,1
GLASURIT COLOR 22 X 01 BCO 9004,1000,unidad,1
GLASURIT CAT RAP 929-91 X 0.500,1000,unidad,1
LIJA AL AGUA AA 240,1000,unidad,1
LIJA AL AGUA AA 320,1000,unidad,1
UNIPEGA PU 40 X 0.280 GRIS,1000,unidad,1
ESTRIBO IZQ MERCEDES BENZ 710,1000,unidad,1
ESTRIBO DER MERCEDEZ BENZ,1000,unidad,1
CASQUETE TORIESFERICO EXT 1.600 ESP 6.3 A.C. R 1.600 R 150 DISCO 1.840,1000,unidad,1
CASQUETE TORIESFERICO EXT 1.700 ESP 6.3 A.C. R 1.700 R 175 DISCO 1.970,1000,unidad,1
CASQUETE TORIESFERICO EXT 1.750 ESP 6.3 A.C. R 1.750 R 175 DISCO 2.020,1000,unidad,1
CASQUETE TORIESFERICO EXT 1.800 ESP 6.3 A.C. R 1.800 R 175 DISCO 2.070,1000,unidad,1
CASQUETE TORIESFERICO EXT 1.900 ESP 6.3 A.C. R 1.900 R 200 DISCO 2.190,1000,unidad,1
CASQUETE TORIESFERICO EXT 2.000 ESP 6.3 A.C. R 2.000 R 200 DISCO 2.300,1000,unidad,1
CASQUETE TORIESFERICO EXT 2100 ESP 6.3 A.C. R 2.100 R 200 DISCO 2.400,1000,unidad,1
CASQUETE TORIESFERICO EXT 2.200 ESP 6.3 A.C. R 2.200 R 200 DISCO 2.500,1000,unidad,1
CODO 90 AJUSTE TU 8X 1/4M,1000,unidad,1
CONEC RECTO AJUSTE TU 8 X 1/4M,1000,unidad,1
CODO AJUSTE 90 TUBO 38 X 1/4M,1000,unidad,1
CONECTOR RECTO AJUSTE TUBO 3/8 X 1/4M,1000,unidad,1
UNION DOBLE RECTA PLASTICA TUBO 1/2,1000,unidad,1
TUERCA AJUSTE TUBO 10,1000,unidad,1
TEE HEMBRA 1/4,1000,unidad,1
TEE HEMBRA 3/8,1000,unidad,1
UNION DOBLE AJUSTE TUBO 10,1000,unidad,1
UNION DOBLE RECTA PLASTICA 10MM,1000,unidad,1
ADAPTADOR M-H 16X3/8 BSP,1000,unidad,1
TARJETA RELOJ MENSUAL,1000,unidad,1
ELTV.UNIV. 12 C/SOP INVERSOR,1000,unidad,1
CETOL B/NATURAL,1000,unidad,1
"BUJE RED GLAV 3"" X 2 1/2 DEMA",1000,unidad,1
HG 3/4 JIC PM 1/2,1000,unidad,1
JIC X 3/8 NPT,1000,unidad,1
RET 8040 LX DBH IND ARG,1000,unidad,1
LGWA 2M /1 SKF IND ARG,1000,unidad,1
RESPIRADERO DE TANQUE DE GAS OIL,1000,unidad,1
MANIJA LEV VIDRIO MERCEDES,1000,unidad,1
MANIJA DE PUERTA INTERIOR,1000,unidad,1
LUBRIPET,1000,unidad,1
H- 309 MANGUITO 170771 - P/23,1000,unidad,1
22209 K C3 FAG 43233E20,1000,unidad,1
TF MB G 281-12 NEUM MULT C/PL,1000,unidad,1
EJE PROLONGADOR MB G281 C /PLAC (211MM),1000,unidad,1
CAJA DE TIZAS BLANCAS X 144U,1000,unidad,1
TERM HG C/90 9/16 JIC PM 3/8 REPARACION,1000,unidad,1
ADAPT MF 7/8 JIC X M 3/4 NPT,1000,unidad,1
GRASA ALTA TEM/REV N:2,1000,unidad,1
CORREA EVER WEAR B-050,1000,unidad,1
CORREA EVER WEAR B-047,1000,unidad,1
PISCINA N 50MM,1000,unidad,1
SINTETICA 1 TELA 2MM GU,1000,unidad,1
GUANTE NAPA AMARILLA,1000,unidad,1
"TAPA ATMOSFERICO 4""",1000,unidad,1
LACA NITRO SEMI MATE NEGRO X 04,1000,unidad,1
"GLASURIT CAT RAP 929-91 X 0,500",1000,unidad,1
ALQUILER DE CILINDROS,1000,unidad,1
"BUJE RED 4 X 3"" NPT TUPY BRASIL C/U",1000,unidad,1
"BUJE RED 3 X 21 /2 "" NPT TUPY BRASIL C/U",1000,unidad,1
"CODOS NH 90º 21/2"" S 300 NPT TUPY BRASIL C/U",1000,unidad,1
MANTENGA DISTANCIA (ROJO REFLECTIVO),1000,unidad,1
"20 CALCOS ""ACCIONAMIENTO PARA TF DE CAJAS MANUEALES"" /30 CALCOS ""OPERE 750 RPM MAX",1000,unidad,1
12 LAMPARAS 48W E27 ALIC,1000,unidad,1
10 LAMPARA LED 12 W FRIAS ALIC,1000,unidad,1
MANG 3/4 R2 X 1300 MM HG 1.3/16 JIC X MG 1/2 NPT,1000,unidad,1
GLASURIT COLOR 22 X 01 9147,1000,unidad,1
K 216002 MACHO / MACHO 1/4 X 1/4,1000,unidad,1
K 229002 CODO MACHO / HEMBRA GAS 1/4,1000,unidad,1
K 207111 MACHO AJTE / HBRA GAS 8MM X 1/4 GAS INT,1000,unidad,1
ROC - AVOM 16 ANILLO 0 - RING AVO M16,1000,unidad,1
THINER HYDRA ORO X 4,1000,unidad,1
